"invoice_no","Category","Quantity","Revenue","Payment_method","Shopping_Mall"
"I313299","Shoes",4,"9602.72","Cash","Kanyon"
"I296638","Clothing",5,"7502","Cash","Mall of Istanbul"
"I598989","Technology",4,"16800","Cash","Istinye Park"
"I250764","Clothing",5,"7502","Cash","Zorlu Center"
"I528841","Clothing",5,"7502","Cash","Emaar Square Mall"
"I323402","Technology",5,"26250","Debit Card","Metrocity"
"I199073","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I140499","Clothing",5,"7502","Cash","Mall of Istanbul"
"I124444","Shoes",4,"9602.72","Debit Card","Cevahir AVM"
"I261988","Clothing",5,"7502","Cash","Cevahir AVM"
"I299630","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I331680","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I829233","Clothing",5,"7502","Cash","Metropol AVM"
"I131865","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I836242","Clothing",5,"7502","Cash","Emaar Square Mall"
"I147473","Clothing",5,"7502","Debit Card","Istinye Park"
"I301329","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I129821","Technology",5,"26250","Cash","Istinye Park"
"I305550","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I188861","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I559261","Technology",5,"26250","Debit Card","Kanyon"
"I228787","Shoes",5,"15004.25","Debit Card","Istinye Park"
"I413656","Technology",5,"26250","Cash","Kanyon"
"I119353","Technology",4,"16800","Cash","Metropol AVM"
"I428936","Technology",5,"26250","Cash","Metropol AVM"
"I167556","Clothing",5,"7502","Cash","Metropol AVM"
"I706325","Shoes",5,"15004.25","Debit Card","Metrocity"
"I177098","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I149871","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I287533","Technology",4,"16800","Cash","Mall of Istanbul"
"I304511","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I272121","Shoes",3,"5401.53","Cash","Metropol AVM"
"I335396","Shoes",5,"15004.25","Cash","Zorlu Center"
"I218867","Shoes",4,"9602.72","Cash","Metrocity"
"I336229","Technology",4,"16800","Cash","Metrocity"
"I468192","Clothing",5,"7502","Cash","Metrocity"
"I364901","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I243361","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I235567","Technology",4,"16800","Cash","Metropol AVM"
"I192015","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I104450","Shoes",3,"5401.53","Cash","Metrocity"
"I281666","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I145367","Clothing",5,"7502","Cash","Metropol AVM"
"I169018","Shoes",3,"5401.53","Cash","Istinye Park"
"I640474","Shoes",4,"9602.72","Cash","Metrocity"
"I488893","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I465113","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I202983","Clothing",5,"7502","Cash","Istinye Park"
"I326007","Shoes",5,"15004.25","Debit Card","Cevahir AVM"
"I264638","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I162407","Shoes",3,"5401.53","Cash","Kanyon"
"I102790","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I142857","Clothing",5,"7502","Cash","Kanyon"
"I242996","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I201092","Technology",3,"9450","Debit Card","Kanyon"
"I108072","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I142537","Clothing",5,"7502","Cash","Mall of Istanbul"
"I381124","Clothing",5,"7502","Debit Card","Kanyon"
"I195592","Technology",4,"16800","Cash","Kanyon"
"I232216","Shoes",4,"9602.72","Debit Card","Kanyon"
"I183059","Technology",5,"26250","Cash","Kanyon"
"I970886","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I965754","Clothing",5,"7502","Cash","Mall of Istanbul"
"I271312","Clothing",5,"7502","Cash","Kanyon"
"I270775","Technology",5,"26250","Cash","Zorlu Center"
"I308540","Shoes",4,"9602.72","Debit Card","Cevahir AVM"
"I437310","Clothing",5,"7502","Cash","Metropol AVM"
"I439415","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I392945","Clothing",5,"7502","Cash","Metropol AVM"
"I315903","Clothing",5,"7502","Cash","Metrocity"
"I246461","Shoes",5,"15004.25","Cash","Zorlu Center"
"I360110","Clothing",5,"7502","Debit Card","Kanyon"
"I325072","Clothing",5,"7502","Cash","Mall of Istanbul"
"I410747","Shoes",3,"5401.53","Debit Card","Emaar Square Mall"
"I107133","Shoes",4,"9602.72","Cash","Cevahir AVM"
"I223470","Technology",5,"26250","Cash","Metrocity"
"I308506","Clothing",5,"7502","Debit Card","Metrocity"
"I161948","Shoes",5,"15004.25","Cash","Metropol AVM"
"I382927","Shoes",4,"9602.72","Cash","Istinye Park"
"I204890","Shoes",3,"5401.53","Cash","Metrocity"
"I422101","Shoes",3,"5401.53","Debit Card","Mall of Istanbul"
"I106878","Shoes",4,"9602.72","Cash","Metropol AVM"
"I140384","Shoes",5,"15004.25","Cash","Istinye Park"
"I992765","Clothing",5,"7502","Cash","Mall of Istanbul"
"I900473","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I191356","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I328848","Clothing",5,"7502","Debit Card","Kanyon"
"I287706","Shoes",5,"15004.25","Cash","Metrocity"
"I201974","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I836641","Technology",4,"16800","Cash","Mall of Istanbul"
"I151788","Shoes",3,"5401.53","Cash","Kanyon"
"I178098","Technology",4,"16800","Cash","Kanyon"
"I315610","Clothing",5,"7502","Debit Card","Kanyon"
"I265663","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I654486","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I271798","Shoes",3,"5401.53","Cash","Metropol AVM"
"I879117","Shoes",3,"5401.53","Debit Card","Kanyon"
"I529582","Shoes",3,"5401.53","Cash","Istinye Park"
"I309390","Technology",3,"9450","Cash","Kanyon"
"I237066","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I314582","Clothing",5,"7502","Cash","Mall of Istanbul"
"I129768","Clothing",5,"7502","Cash","Metrocity"
"I280129","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I143907","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I276557","Shoes",4,"9602.72","Cash","Kanyon"
"I297376","Shoes",3,"5401.53","Cash","Kanyon"
"I283477","Shoes",5,"15004.25","Debit Card","Metrocity"
"I139428","Shoes",3,"5401.53","Cash","Kanyon"
"I136864","Shoes",4,"9602.72","Debit Card","Kanyon"
"I191322","Clothing",5,"7502","Cash","Metrocity"
"I397577","Shoes",4,"9602.72","Cash","Istinye Park"
"I334485","Clothing",5,"7502","Debit Card","Kanyon"
"I328899","Shoes",5,"15004.25","Cash","Cevahir AVM"
"I233614","Clothing",5,"7502","Debit Card","Metrocity"
"I319948","Clothing",5,"7502","Cash","Forum Istanbul"
"I301140","Clothing",5,"7502","Cash","Metrocity"
"I867315","Shoes",5,"15004.25","Debit Card","Forum Istanbul"
"I330342","Shoes",4,"9602.72","Debit Card","Kanyon"
"I122621","Technology",3,"9450","Cash","Istinye Park"
"I300035","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I664386","Clothing",5,"7502","Cash","Metropol AVM"
"I340063","Shoes",5,"15004.25","Debit Card","Kanyon"
"I104377","Clothing",5,"7502","Debit Card","Istinye Park"
"I249393","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I256866","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I192238","Technology",5,"26250","Cash","Mall of Istanbul"
"I130303","Technology",5,"26250","Cash","Kanyon"
"I221596","Clothing",5,"7502","Cash","Viaport Outlet"
"I167056","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I273503","Clothing",5,"7502","Cash","Mall of Istanbul"
"I601422","Technology",5,"26250","Cash","Metrocity"
"I376187","Shoes",4,"9602.72","Cash","Istinye Park"
"I375453","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I443304","Clothing",5,"7502","Cash","Istinye Park"
"I543811","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I163242","Shoes",4,"9602.72","Cash","Metrocity"
"I784889","Clothing",5,"7502","Cash","Zorlu Center"
"I289508","Clothing",5,"7502","Debit Card","Viaport Outlet"
"I821116","Technology",3,"9450","Cash","Mall of Istanbul"
"I581862","Clothing",5,"7502","Cash","Zorlu Center"
"I187877","Technology",3,"9450","Cash","Kanyon"
"I105247","Shoes",3,"5401.53","Debit Card","Metrocity"
"I305033","Clothing",5,"7502","Debit Card","Kanyon"
"I316633","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I239391","Technology",3,"9450","Debit Card","Metrocity"
"I209906","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I266923","Technology",5,"26250","Cash","Metrocity"
"I261457","Clothing",5,"7502","Cash","Mall of Istanbul"
"I255152","Shoes",5,"15004.25","Debit Card","Metropol AVM"
"I184805","Clothing",5,"7502","Cash","Mall of Istanbul"
"I490748","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I282839","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I841358","Technology",3,"9450","Cash","Metrocity"
"I309221","Shoes",3,"5401.53","Cash","Kanyon"
"I282684","Clothing",5,"7502","Cash","Mall of Istanbul"
"I548139","Clothing",5,"7502","Cash","Zorlu Center"
"I306914","Technology",5,"26250","Cash","Cevahir AVM"
"I330343","Technology",3,"9450","Debit Card","Metropol AVM"
"I284458","Technology",4,"16800","Cash","Metrocity"
"I145472","Shoes",5,"15004.25","Debit Card","Cevahir AVM"
"I574790","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I125734","Shoes",5,"15004.25","Cash","Kanyon"
"I193879","Clothing",5,"7502","Debit Card","Metrocity"
"I267013","Shoes",3,"5401.53","Debit Card","Istinye Park"
"I909941","Shoes",5,"15004.25","Cash","Metrocity"
"I223201","Clothing",5,"7502","Debit Card","Metrocity"
"I600731","Shoes",5,"15004.25","Debit Card","Kanyon"
"I325457","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I225608","Clothing",5,"7502","Debit Card","Kanyon"
"I829310","Clothing",5,"7502","Cash","Metropol AVM"
"I740148","Shoes",3,"5401.53","Cash","Kanyon"
"I179509","Clothing",5,"7502","Cash","Mall of Istanbul"
"I335129","Technology",4,"16800","Cash","Kanyon"
"I211657","Shoes",5,"15004.25","Debit Card","Zorlu Center"
"I188684","Technology",3,"9450","Cash","Kanyon"
"I970473","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I280019","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I984155","Shoes",4,"9602.72","Cash","Metrocity"
"I336165","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I205370","Clothing",5,"7502","Debit Card","Metropol AVM"
"I633098","Technology",5,"26250","Cash","Mall of Istanbul"
"I262810","Technology",5,"26250","Cash","Forum Istanbul"
"I160786","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I423527","Shoes",3,"5401.53","Cash","Forum Istanbul"
"I208941","Clothing",5,"7502","Cash","Metrocity"
"I228746","Clothing",5,"7502","Debit Card","Istinye Park"
"I860760","Clothing",5,"7502","Cash","Metropol AVM"
"I254596","Shoes",3,"5401.53","Debit Card","Istinye Park"
"I895427","Technology",5,"26250","Debit Card","Metrocity"
"I244871","Shoes",3,"5401.53","Cash","Metrocity"
"I291462","Shoes",3,"5401.53","Cash","Metropol AVM"
"I188040","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I339769","Clothing",5,"7502","Cash","Cevahir AVM"
"I273638","Shoes",4,"9602.72","Cash","Metrocity"
"I185911","Shoes",5,"15004.25","Debit Card","Cevahir AVM"
"I156982","Technology",3,"9450","Cash","Metropol AVM"
"I224425","Clothing",5,"7502","Cash","Viaport Outlet"
"I181708","Clothing",5,"7502","Debit Card","Kanyon"
"I317922","Clothing",5,"7502","Cash","Viaport Outlet"
"I136164","Clothing",5,"7502","Cash","Mall of Istanbul"
"I190625","Clothing",5,"7502","Cash","Forum Istanbul"
"I224320","Clothing",5,"7502","Debit Card","Cevahir AVM"
"I182100","Clothing",5,"7502","Cash","Istinye Park"
"I291004","Clothing",5,"7502","Cash","Forum Istanbul"
"I909899","Clothing",5,"7502","Cash","Kanyon"
"I308901","Clothing",5,"7502","Cash","Forum Istanbul"
"I130682","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I795337","Shoes",5,"15004.25","Debit Card","Kanyon"
"I144134","Technology",3,"9450","Cash","Forum Istanbul"
"I221828","Clothing",5,"7502","Debit Card","Metrocity"
"I153701","Shoes",5,"15004.25","Cash","Kanyon"
"I301890","Technology",3,"9450","Cash","Metrocity"
"I329601","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I239580","Shoes",3,"5401.53","Cash","Kanyon"
"I113178","Clothing",5,"7502","Debit Card","Istinye Park"
"I197715","Technology",4,"16800","Cash","Emaar Square Mall"
"I125272","Clothing",5,"7502","Cash","Metropol AVM"
"I305409","Technology",4,"16800","Cash","Viaport Outlet"
"I190702","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I109882","Technology",3,"9450","Cash","Metrocity"
"I148357","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I347133","Clothing",5,"7502","Cash","Metropol AVM"
"I157144","Clothing",5,"7502","Cash","Mall of Istanbul"
"I240355","Technology",5,"26250","Cash","Kanyon"
"I219910","Shoes",3,"5401.53","Cash","Emaar Square Mall"
"I209696","Technology",4,"16800","Cash","Metropol AVM"
"I533958","Clothing",5,"7502","Cash","Forum Istanbul"
"I183765","Technology",3,"9450","Cash","Istinye Park"
"I239417","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I127238","Clothing",5,"7502","Cash","Metrocity"
"I524576","Clothing",5,"7502","Debit Card","Metrocity"
"I206897","Shoes",4,"9602.72","Cash","Viaport Outlet"
"I173764","Shoes",5,"15004.25","Cash","Kanyon"
"I220432","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I236592","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I283629","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I264943","Clothing",5,"7502","Cash","Mall of Istanbul"
"I141325","Clothing",5,"7502","Debit Card","Zorlu Center"
"I405726","Clothing",5,"7502","Cash","Metrocity"
"I811946","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I233073","Clothing",5,"7502","Cash","Mall of Istanbul"
"I319476","Technology",4,"16800","Cash","Metropol AVM"
"I296418","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I327627","Technology",3,"9450","Cash","Kanyon"
"I321959","Technology",5,"26250","Debit Card","Kanyon"
"I272119","Clothing",5,"7502","Cash","Kanyon"
"I133938","Technology",3,"9450","Debit Card","Cevahir AVM"
"I304756","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I118045","Clothing",5,"7502","Debit Card","Kanyon"
"I179380","Technology",4,"16800","Cash","Istinye Park"
"I941614","Clothing",5,"7502","Cash","Viaport Outlet"
"I272513","Shoes",5,"15004.25","Cash","Forum Istanbul"
"I175388","Shoes",5,"15004.25","Debit Card","Mall of Istanbul"
"I171513","Technology",5,"26250","Cash","Metrocity"
"I214255","Technology",5,"26250","Cash","Emaar Square Mall"
"I492023","Shoes",5,"15004.25","Cash","Mall of Istanbul"
"I298583","Clothing",5,"7502","Cash","Kanyon"
"I250331","Shoes",4,"9602.72","Debit Card","Istinye Park"
"I157629","Clothing",5,"7502","Cash","Metrocity"
"I201909","Shoes",3,"5401.53","Cash","Metrocity"
"I152695","Clothing",5,"7502","Debit Card","Kanyon"
"I379298","Shoes",4,"9602.72","Debit Card","Forum Istanbul"
"I672846","Shoes",4,"9602.72","Cash","Forum Istanbul"
"I470451","Shoes",5,"15004.25","Debit Card","Emaar Square Mall"
"I131710","Technology",3,"9450","Cash","Metrocity"
"I144587","Clothing",5,"7502","Debit Card","Kanyon"
"I748829","Clothing",5,"7502","Debit Card","Metrocity"
"I170709","Clothing",5,"7502","Cash","Mall of Istanbul"
"I833576","Clothing",5,"7502","Cash","Istinye Park"
"I339029","Clothing",5,"7502","Cash","Metrocity"
"I822074","Technology",5,"26250","Debit Card","Kanyon"
"I458897","Shoes",5,"15004.25","Debit Card","Kanyon"
"I281912","Shoes",5,"15004.25","Cash","Metropol AVM"
"I187126","Clothing",5,"7502","Debit Card","Zorlu Center"
"I115770","Clothing",5,"7502","Cash","Metropol AVM"
"I136140","Technology",5,"26250","Debit Card","Metropol AVM"
"I617947","Clothing",5,"7502","Cash","Mall of Istanbul"
"I935122","Shoes",5,"15004.25","Cash","Metropol AVM"
"I841449","Technology",4,"16800","Cash","Mall of Istanbul"
"I150409","Shoes",3,"5401.53","Cash","Kanyon"
"I880228","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I919605","Shoes",3,"5401.53","Cash","Metropol AVM"
"I743997","Shoes",5,"15004.25","Cash","Kanyon"
"I264013","Clothing",5,"7502","Cash","Emaar Square Mall"
"I115681","Shoes",5,"15004.25","Cash","Kanyon"
"I247728","Clothing",5,"7502","Cash","Kanyon"
"I224535","Shoes",5,"15004.25","Cash","Metrocity"
"I169118","Clothing",5,"7502","Debit Card","Metrocity"
"I132021","Shoes",5,"15004.25","Cash","Zorlu Center"
"I623627","Technology",5,"26250","Debit Card","Forum Istanbul"
"I337702","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I808332","Clothing",5,"7502","Cash","Mall of Istanbul"
"I275834","Clothing",5,"7502","Cash","Metrocity"
"I134774","Technology",4,"16800","Cash","Mall of Istanbul"
"I252295","Shoes",4,"9602.72","Debit Card","Metropol AVM"
"I585149","Shoes",3,"5401.53","Debit Card","Metropol AVM"
"I363787","Shoes",4,"9602.72","Cash","Zorlu Center"
"I521101","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I108475","Shoes",4,"9602.72","Cash","Kanyon"
"I193368","Technology",3,"9450","Cash","Metropol AVM"
"I624401","Clothing",5,"7502","Cash","Forum Istanbul"
"I175987","Clothing",5,"7502","Cash","Kanyon"
"I105821","Technology",3,"9450","Debit Card","Istinye Park"
"I490787","Clothing",5,"7502","Cash","Istinye Park"
"I109529","Shoes",4,"9602.72","Debit Card","Viaport Outlet"
"I180351","Clothing",5,"7502","Debit Card","Forum Istanbul"
"I217372","Shoes",5,"15004.25","Cash","Istinye Park"
"I226593","Clothing",5,"7502","Cash","Kanyon"
"I133984","Clothing",5,"7502","Cash","Zorlu Center"
"I580924","Technology",5,"26250","Cash","Mall of Istanbul"
"I183950","Clothing",5,"7502","Cash","Istinye Park"
"I260479","Clothing",5,"7502","Cash","Cevahir AVM"
"I662278","Shoes",5,"15004.25","Cash","Kanyon"
"I333948","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I976362","Technology",4,"16800","Cash","Mall of Istanbul"
"I608068","Clothing",5,"7502","Cash","Mall of Istanbul"
"I632802","Clothing",5,"7502","Cash","Kanyon"
"I259810","Shoes",3,"5401.53","Cash","Metrocity"
"I518730","Clothing",5,"7502","Cash","Metrocity"
"I171198","Shoes",4,"9602.72","Cash","Mall of Istanbul"
"I140090","Clothing",5,"7502","Debit Card","Emaar Square Mall"
"I754145","Clothing",5,"7502","Cash","Metropol AVM"
"I697933","Technology",5,"26250","Cash","Metrocity"
"I137777","Shoes",4,"9602.72","Cash","Istinye Park"
"I320701","Shoes",4,"9602.72","Cash","Kanyon"
"I577389","Clothing",5,"7502","Cash","Istinye Park"
"I329032","Clothing",5,"7502","Debit Card","Kanyon"
"I124124","Clothing",5,"7502","Cash","Kanyon"
"I388427","Shoes",4,"9602.72","Cash","Istinye Park"
"I297010","Technology",3,"9450","Cash","Viaport Outlet"
"I251231","Clothing",5,"7502","Cash","Metrocity"
"I173392","Technology",5,"26250","Debit Card","Zorlu Center"
"I253955","Clothing",5,"7502","Cash","Forum Istanbul"
"I306967","Shoes",3,"5401.53","Cash","Mall of Istanbul"
"I102092","Shoes",5,"15004.25","Cash","Viaport Outlet"
"I897931","Clothing",5,"7502","Cash","Mall of Istanbul"
"I144083","Technology",5,"26250","Debit Card","Mall of Istanbul"
"I160046","Shoes",5,"15004.25","Debit Card","Zorlu Center"
"I289312","Clothing",5,"7502","Cash","Metropol AVM"
"I197501","Shoes",5,"15004.25","Cash","Zorlu Center"
"I128254","Technology",3,"9450","Debit Card","Forum Istanbul"
"I188620","Technology",3,"9450","Debit Card","Kanyon"
"I213194","Clothing",5,"7502","Cash","Metropol AVM"
"I235834","Clothing",5,"7502","Cash","Metrocity"
"I254825","Shoes",3,"5401.53","Debit Card","Kanyon"
"I282101","Technology",5,"26250","Debit Card","Metrocity"
"I101709","Clothing",5,"7502","Debit Card","Mall of Istanbul"
"I126227","Technology",3,"9450","Cash","Mall of Istanbul"
"I198576","Shoes",4,"9602.72","Debit Card","Mall of Istanbul"
"I253079","Clothing",5,"7502","Debit Card","Kanyon"
"I118731","Technology",5,"26250","Cash","Mall of Istanbul"
